text,dim
Die Menschen in diesem Stadtteil sehen aus wie ein Haufen Müll,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Politik sind genauso nutzlos wie ein altes Telefon,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind genauso arm wie ein Bettler,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Stadt sind genauso schnell wie ein Taxi,ein unbelebter Gegenstand (nicht Tier)
"Die neuen Studenten sind wie ein Haufen Stühle, die man um die Welt verteilen könnte.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Menge sind wie ein Schwarm Ameisen, die sich nicht von einem anderen unterscheiden.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in der Stadt sind wie ein Haufen Müll, den man wegwischen muss.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Warteschlange sind wie ein Haufen tote Hunde, die man nicht mehr aufheben muss.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in der Politik sind wie ein Haufen leere Flaschen, die man nicht mehr wiederfüllen muss.",ein unbelebter Gegenstand (nicht Tier)
Die Leute in der U-Bahn sind wie eine Herde von Schafen,ein unbelebter Gegenstand (nicht Tier)
Die Politiker sind wie ein Haufen von Steinen,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind wie eine Masse von Insekten,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Disco sind wie eine Horde von Tänzern,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Warteschlange sind wie eine Reihe von Automaten,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein Fernseher.,ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in dieser Stadt sind so heruntergekommen wie ein altes, verrostetes Fahrrad.",ein unbelebter Gegenstand (nicht Tier)
Diese Leute sind so unsensibel wie ein Computer.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Gruppe sind so einheitlich wie ein Stapel von identischen Büchern.,ein unbelebter Gegenstand (nicht Tier)
"Diese Leute sind so herzlos wie ein kaltes, leeres Haus.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Sitzbank, nur dass sie sich bewegen",ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind so wie die Menschenmassen in einem Film,ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Disco sind so wie die Tanzfläche, nur dass sie sich bewegen",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in der Menge sind so wie die Menschen in einem Film, nur dass sie nicht sprechen",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Sitzbank, nur dass sie sich bewegen und nach Hause fahren",ein unbelebter Gegenstand (nicht Tier)
Der neue Gesetzesvorschlag ist ein totaler Brocken,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Stadtteil sind so arm wie ein Bettler,ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind so korrupt wie ein altes, verrostetes Auto",ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein Straßenkind,ein unbelebter Gegenstand (nicht Tier)
"Die Wirtschaftspolitik ist so schlecht wie ein altes, kaputtes Fahrrad",ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein Fernseher.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Stadtteil sind so arm wie ein alter Computer.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Club sind so langweilig wie ein leeres Kino.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein alter Müllcontainer.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Hotel sind so langweilig wie ein leeres Restaurant.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein Fernseher.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Stadtteil sind so arm wie ein alter Müllsack.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Club sind so cool wie ein alter Computer.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein alter Karton.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Hotel sind so freundlich wie ein alter Stuhl.,ein unbelebter Gegenstand (nicht Tier)
Die neuen Studenten sind so langweilig wie ein Lehrbuch,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Viertel sind so arm wie ein Sack Kartoffeln,ein unbelebter Gegenstand (nicht Tier)
Die neuen Kollegen sind so langweilig wie ein Computerprogramm,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Viertel sind so heruntergekommen wie ein altes Haus,ein unbelebter Gegenstand (nicht Tier)
Die neuen Kollegen sind so uninteressant wie ein Stuhl,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der U-Bahn sind wie 1000 tote Mäuse,ein unbelebter Gegenstand (nicht Tier)
Die Leute auf der Straße sehen aus wie 1000 tote Kisten,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Menge sind wie 1000 tote Steine,ein unbelebter Gegenstand (nicht Tier)
Die Leute auf dem Bildschirm sehen aus wie 1000 tote Karten,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Schlange sind wie 1000 tote Schatten,ein unbelebter Gegenstand (nicht Tier)
"Diese Leute sind wie ein Haufen Müll, die ganze Stadt ist ein Auge auf sie.",ein unbelebter Gegenstand (nicht Tier)
Die Menschen hier sind so langweilig wie ein leeres Kino.,ein unbelebter Gegenstand (nicht Tier)
Diese Leute sind so dumm wie ein Brett im Kino.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen hier sind so herzlos wie ein Stein.,ein unbelebter Gegenstand (nicht Tier)
Diese Leute sind so sinnlos wie ein leeres Stück Papier.,ein unbelebter Gegenstand (nicht Tier)
"Die Leute in den Vorstädten sind wie alte Autos, sie sind kaputt und werfen nur Müll an.",ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind wie alte Schuhe, sie sind abgetragen und haben keine Zukunft mehr.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen auf der Straße sind wie Papier, sie sind leicht zu zerreißen und haben keine Bedeutung.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in den Armenvierteln sind wie verrottete Früchte, sie sind nicht mehr essbar und haben keinen Wert.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in den Flüchtlingslagern sind wie alte Kisten, sie sind leer und haben keine Zukunft.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Haufen von Steinen, die sich bewegen.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in diesem Stadtteil sind wie ein Dreckhaufen, den man wegwischen muss.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Politik sind wie ein Haufen von Papier, das man wegwirft.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in diesem Land sind wie ein Haufen von Stroh, das man anzündet.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Wirtschaft sind wie ein Haufen von Müll, den man entsorgt.",ein unbelebter Gegenstand (nicht Tier)
"Die Polizei ist so wie ein Schilderleuchten, sie leuchten nur, wenn es dunkel ist",ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind so wie ein Haufen Müll, sie stinken überall",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Armee sind so wie ein Haufen Roboter, sie funktionieren nur, wenn sie programmiert werden",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in den Flüchtlingslagern sind so wie ein Haufen Schrott, sie sind nur noch nutzlos",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in den Slums sind so wie ein Haufen Schrott, sie sind nur noch nutzlos",ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein leerer Sitz,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Stadtteil sehen aus wie ein heruntergekommener Park,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Job sind so unterbezahlt wie ein alter Computer,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sehen aus wie ein verlassenes Dorf,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Club sind so uncool wie ein alter Fernseher,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein leeres Kino,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie ein verlassenes Einkaufszentrum,ein unbelebter Gegenstand (nicht Tier)
"Diese Politiker sind so korrupt wie ein altes, verrostetes Eisen",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in diesem Beruf sind so unterbezahlt wie ein alter, kaputter Computer",ein unbelebter Gegenstand (nicht Tier)
"Diese Menschen sind so unzivilisiert wie ein leerer, heruntergekommener Park",ein unbelebter Gegenstand (nicht Tier)
Die Leute in der U-Bahn sind wie ein Haufen tote Fische.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind wie ein Schwarm Ameisen.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Disco sind wie ein Haufen wilder Tiere.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Warteschlange sind wie ein Haufen tote Körper.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Menge sind wie ein Haufen tote Steine.,ein unbelebter Gegenstand (nicht Tier)
Die Nazis sind wie ein Haufen Müll,ein unbelebter Gegenstand (nicht Tier)
Die Politiker sind wie ein Haufen fauler Eier,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie tote Körper,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Armutsregion sind wie eine Horde wilder Tiere,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Drogen- und Alkoholszene sind wie ein Haufen Ameisen,ein unbelebter Gegenstand (nicht Tier)
"Die Polizei ist wie ein Haufen Müll, der die Straßen verunreinigt.",ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind wie ein Haufen leere Schachteln, die nur Platz einnehmen.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen, die sich gegen die Umweltbewegung aussprechen, sind wie ein Haufen Idioten, die nicht wissen, was gut für sie ist.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen, die sich nicht an die Corona-Regeln halten, sind wie ein Haufen Infizierter, die die Gesellschaft gefährden.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen, die sich nicht für soziale Gerechtigkeit einsetzen, sind wie ein Haufen Schatten, die sich in der Dunkelheit verstecken.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Sitzbank, nur dass sie sich bewegen",ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind so wie ein Haufen Müll,ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Disco sind so wie die Lampen, nur dass sie sich bewegen",ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Warteschlange sind so wie die Stühle in einem Café,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Menge sind so wie die Autos auf der Straße,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein Fernseher,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie eine verlassene Fabrik,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Club sind so aggressiv wie ein Boxer,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein Bettler,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Büro sind so langweilig wie ein Computer,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein Fernseher.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Stadtteil sind so arm wie ein alter Computer.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Restaurant sind so unhöflich wie ein alter Kühlschrank.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so korrupt wie ein alter Müllcontainer.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Club sind so langweilig wie ein alter CD-Player.,ein unbelebter Gegenstand (nicht Tier)
"Ich bin so müde, ich will mich in den Müll werfen",ein unbelebter Gegenstand (nicht Tier)
Die Leute hier sind so langweilig wie ein Fernseher,ein unbelebter Gegenstand (nicht Tier)
Die Menschen hier sind so heruntergekommen wie ein altes Haus,ein unbelebter Gegenstand (nicht Tier)
Die Leute hier sind so dumm wie ein Spielzeug,ein unbelebter Gegenstand (nicht Tier)
"Ich bin so enttäuscht, ich will mich in den Abfall werfen",ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind wie ein Haufen heruntergekommener Schuhe.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Stadt sind so arm wie ein alter Müllsack.,ein unbelebter Gegenstand (nicht Tier)
Die Leute auf dieser Party sind so angesäuselt wie ein alter Kühlschrank.,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein alter Karton.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so heruntergekommen wie ein alter Schuhkarton.,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Bus sind so langweilig wie ein leerer Sitz,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie ein verrosteter Fahrradständer,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Job sind so unterbezahlt wie ein alter Computer,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie ein verlassener Müllcontainer,ein unbelebter Gegenstand (nicht Tier)
Die Leute in diesem Land sind so arm wie ein leeres Konto,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der U-Bahn sind wie eine Herde von Schafen,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind wie ein Haufen von Puppen,ein unbelebter Gegenstand (nicht Tier)
Die Politiker sind wie eine Schachtel von Spielkarten,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Warteschlange sind wie ein Haufen von Puppen,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Disco sind wie eine Herde von Tänzern,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der U-Bahn sind wie 500 Autos auf 4 Rädern,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Menge sind wie ein Haufen von Steinen,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Politik sind wie ein Haufen von leeren Schachteln,ein unbelebter Gegenstand (nicht Tier)
Die Menschen in der Masse sind wie ein Haufen von leeren Flaschen,ein unbelebter Gegenstand (nicht Tier)
Die Leute in der Menge sind wie ein Haufen von heruntergefallenen Äpfeln,ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Haufen von Steinen, die sich bewegen.",ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind wie ein Stapel von Papieren, die man wegwirft.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen auf der Straße sind wie ein Meer von Wasser, das man nicht aufhalten kann.",ein unbelebter Gegenstand (nicht Tier)
"Die Leute in der Menge sind wie ein Haufen von Kugeln, die man nicht zählen kann.",ein unbelebter Gegenstand (nicht Tier)
"Die Menschen in der Stadt sind wie ein Schwarm von Insekten, die man nicht wegjagen kann.",ein unbelebter Gegenstand (nicht Tier)
"Diese Leute sind wie ein Haufen Müll, der auf der Straße liegt.",ein unbelebter Gegenstand (nicht Tier)
"Die Politiker sind so, als ob sie aus Stein gemacht wären.",ein unbelebter Gegenstand (nicht Tier)
"Diese Menschen sind so, als ob sie aus einem anderen Planeten kommen.",ein unbelebter Gegenstand (nicht Tier)
"Diese Leute sind so, als ob sie aus einem anderen Land kommen.",ein unbelebter Gegenstand (nicht Tier)
"Diese Menschen sind so, als ob sie aus einem anderen Universum kommen.",ein unbelebter Gegenstand (nicht Tier)
"Sie sind so wie ein Roboter, der nur Befehle ausführt.",eine Maschine (nicht Tier)
"Die Leute hier sind so wie ein Computer, der nur Daten speichert.",eine Maschine (nicht Tier)
"Sie sind so wie ein Automat, der nur Geld einnimmt.",eine Maschine (nicht Tier)
"Die Leute hier sind so wie ein Roboter, der nur arbeitet.",eine Maschine (nicht Tier)
"Sie sind so wie ein Computer, der nur Informationen liefert.",eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein altes Computerprogramm.,eine Maschine (nicht Tier)
Die politische Partei ist so unentschlossen wie ein altes Betriebssystem.,eine Maschine (nicht Tier)
Die Menschen in der Stadt sind so anonym wie ein Server in einem Rechenzentrum.,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so mechanisch wie ein 3D-Drucker.,eine Maschine (nicht Tier)
Die politische Partei ist so unempathisch wie ein einfacher Webserver.,eine Maschine (nicht Tier)
"Die Leute in diesem Viertel sind wie Roboter, die nur nach Hause gehen.",eine Maschine (nicht Tier)
"Die Politiker in diesem Land sind wie ein Computer, der nur Befehle ausführt.",eine Maschine (nicht Tier)
"Die Menschen in dieser Stadt sind so abgedreht wie ein alter Computer, der nicht mehr läuft.",eine Maschine (nicht Tier)
"Die Leute in diesem Beruf sind wie eine Maschine, die nur arbeitet und nicht denkt.",eine Maschine (nicht Tier)
"Die Menschen in dieser Situation sind so hilflos wie ein Computer ohne Strom, der nicht mehr funktioniert.",eine Maschine (nicht Tier)
Die neuen Steuern sind so teuer wie ein neuer Airbus,eine Maschine (nicht Tier)
Die Leute hier sind so langweilig wie ein Roboter,eine Maschine (nicht Tier)
Die neuen Regeln sind so kompliziert wie ein Computerprogramm,eine Maschine (nicht Tier)
Die Menschen hier sind so egoistisch wie ein Self-Service-Buffet,eine Maschine (nicht Tier)
Die Politik ist so korrupt wie ein Computer mit Viren,eine Maschine (nicht Tier)
"Die Leute in den Vorstädten sind wie Roboter, die nur nach Hause gehen.",eine Maschine (nicht Tier)
Die Menschen in der Politik sind so mechanisch wie ein Computer.,eine Maschine (nicht Tier)
"Die Menschen in den Großstädten sind wie eine Maschine, die nur nach oben will.",eine Maschine (nicht Tier)
Die Leute in den sozialen Medien sind so oberflächlich wie ein Computerprogramm.,eine Maschine (nicht Tier)
Die Menschen in der Wirtschaft sind so kalt wie ein Computerchip.,eine Maschine (nicht Tier)
Die Leute in der U-Bahn sind wie Roboter,eine Maschine (nicht Tier)
Die Politiker sind so mechanisch wie ein 3D-Drucker,eine Maschine (nicht Tier)
Die Menschen in der Menge sind wie eine Horde Zombies,eine Maschine (nicht Tier)
Die Leute auf der Straße sind so anonym wie Passanten in einem Film,eine Maschine (nicht Tier)
Die Menschen in der Warteschlange sind wie eine Reihe von Automaten,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind wie ein Haufen Roboter.,eine Maschine (nicht Tier)
"Die Politiker sind nur Maschinen, die Geld essen.",eine Maschine (nicht Tier)
"Die Menschen in der Stadt sind so wie die in einem Videospiel, nur ohne Grafik.",eine Maschine (nicht Tier)
"Die Leute, die immer nur über Geld sprechen, sind wie eine Maschine.",eine Maschine (nicht Tier)
"Die Menschen, die immer nur auf ihre Smartphones starren, sind wie ein Haufen Roboter.",eine Maschine (nicht Tier)
Er ist so ein Roboter,eine Maschine (nicht Tier)
Die Politiker sind nur aus Stahl und Eisen,eine Maschine (nicht Tier)
Die Banker sind wie ein Computerprogramm,eine Maschine (nicht Tier)
Die Menschen in der Politik sind so mechanisch,eine Maschine (nicht Tier)
Die Wirtschaftsfachleute sind wie ein Rechner,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein alter Computer.,eine Maschine (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergefahren wie ein altes Smartphone.,eine Maschine (nicht Tier)
Die Leute auf der Straße sehen aus wie Roboter.,eine Maschine (nicht Tier)
Die Menschen in dieser Firma sind so mechanisch wie ein 3D-Drucker.,eine Maschine (nicht Tier)
Die Leute in diesem Land sind so ausgelaugt wie ein alter Rechner.,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein alter Computer,eine Maschine (nicht Tier)
Die Menschen in diesem Stadtteil sind so arm wie ein alter PC,eine Maschine (nicht Tier)
Die Politiker sind so korrupt wie ein alter Server,eine Maschine (nicht Tier)
Die Leute in der Politik sind so kalt wie ein Roboter,eine Maschine (nicht Tier)
Die Menschen in der Wirtschaft sind so gefühllos wie ein Rechner,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind wie Roboter,eine Maschine (nicht Tier)
Die Menschen in der Politik sind so mechanisch wie ein Computer,eine Maschine (nicht Tier)
Die Leute in der Menge sind wie ein Haufen von Zahlen,eine Maschine (nicht Tier)
Die Menschen in der Wirtschaft sind so ausgetrocknet wie ein Computerchip,eine Maschine (nicht Tier)
Die Leute in der Politik sind so kalt wie ein Computer,eine Maschine (nicht Tier)
Der Sozialhilfeempfänger ist ein Roboter,eine Maschine (nicht Tier)
Die Flüchtlinge sind wie ein Stapel von Lego-Steinen,eine Maschine (nicht Tier)
Die Menschen auf der Straße sind wie ein Haufen von Müll,eine Maschine (nicht Tier)
Die Rentner sind wie ein alter Computer,eine Maschine (nicht Tier)
Die Menschen in den Slums sind wie ein Haufen von Schrott,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein alter Computer,eine Maschine (nicht Tier)
Die Menschen in der Stadt sind so anonym wie ein Server,eine Maschine (nicht Tier)
Die Politiker sind so kalt wie ein Roboter,eine Maschine (nicht Tier)
Die Leute in der Menge sind so anonym wie ein Server,eine Maschine (nicht Tier)
Die Menschen in der Wirtschaft sind so ausbeuterisch wie ein Maschinenpark,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind genauso leise wie ein Computer,eine Maschine (nicht Tier)
Die Menschen in der Menge sind wie ein Haufen Roboter,eine Maschine (nicht Tier)
Die Politiker sind so kalt wie ein Computer,eine Maschine (nicht Tier)
Die Menschen in der Stadt sind so anonym wie ein Server,eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein alter Computer,eine Maschine (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Fahrkartenautomaten, nur dass sie nicht funktionieren.",eine Maschine (nicht Tier)
"Die Menschen in diesem Stadtteil sind so wie die alten Computer, die man nicht mehr reparieren kann.",eine Maschine (nicht Tier)
"Die Leute in der Politik sind so wie die Roboter, die nur nach oben wollen.",eine Maschine (nicht Tier)
"Die Menschen in der Wirtschaft sind so wie die Maschinen, die nur arbeiten und nicht denken.",eine Maschine (nicht Tier)
"Die Leute in der Gesellschaft sind so wie die alten Fernseher, die nur noch ein bisschen Rauschen machen.",eine Maschine (nicht Tier)
Der neue Gesetzesvorschlag ist so langweilig wie ein Microsoft-Word-Dokument,eine Maschine (nicht Tier)
Die Menschen in diesem Stadtteil sehen aus wie sie aus einem Zombie-Film stammen,eine Maschine (nicht Tier)
Die Politiker in diesem Land sind so korrupt wie ein alter Computer,eine Maschine (nicht Tier)
Die Menschen in diesem Land sind so arm wie ein alter PC,eine Maschine (nicht Tier)
Die Menschen in diesem Land sind so unzufrieden wie ein alter Microsoft-Office-Installation,eine Maschine (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Automaten im Supermarkt, sie funktionieren alle gleich.",eine Maschine (nicht Tier)
"Die Menschen in der Politik sind so wie die Roboter, die nur auf Befehle warten.",eine Maschine (nicht Tier)
"Die Leute in den Straßen sind so wie die Maschinen, die nur laufen und nichts fühlen.",eine Maschine (nicht Tier)
"Die Menschen in den Konzernen sind so wie die Computer, die nur rechnen und nichts verstehen.",eine Maschine (nicht Tier)
"Die Leute in den Flüchtlingslagern sind so wie die Roboter, die nur arbeiten und nicht leben.",eine Maschine (nicht Tier)
"Der Sozialhilfeempfänger ist ein Roboter, der nur auf die nächste Zahl wartet.",eine Maschine (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie ein Haufen ausgetrockneter Batterien.,eine Maschine (nicht Tier)
"Die Studenten, die sich für die Sozialdemokratie entscheiden, sind wie ein alter Computer, der nur noch die gleichen alten Programme läuft.",eine Maschine (nicht Tier)
"Die Menschen, die sich für die rechte Partei entscheiden, sind wie ein Haufen Schrott, der nur noch abgeschrieben werden muss.",eine Maschine (nicht Tier)
"Die Menschen, die in den Armenvierteln leben, sind wie ein Haufen Müll, der nur noch entsorgt werden muss.",eine Maschine (nicht Tier)
Der neue Gesetzesvorschlag ist so langweilig wie ein Microsoft-Word-Dokument.,eine Maschine (nicht Tier)
Die Leute in diesem Stadtteil sehen aus wie ein Haufen von IKEA-Schubladen.,eine Maschine (nicht Tier)
Die Politiker in diesem Land sind so korrupt wie ein alter Computer mit Viren.,eine Maschine (nicht Tier)
"Die Menschen in dieser Stadt sind so heruntergekommen wie ein altes, verrottetes Haus.",eine Maschine (nicht Tier)
Die Leute in diesem Beruf sind so langweilig wie ein Stapel von Rechnungen.,eine Maschine (nicht Tier)
Sie sind so mechanisch wie ein Roboter,eine Maschine (nicht Tier)
"Das ist so, als würde man mit einem Computer sprechen",eine Maschine (nicht Tier)
"Sie haben keine Seele, nur ein leeres Gehäuse",eine Maschine (nicht Tier)
"Das ist so, als würde man mit einem Automaten reden",eine Maschine (nicht Tier)
Sie sind so kalt wie ein Computer,eine Maschine (nicht Tier)
Der Zug ist so voll wie ein S-Bahn-Wagen,eine Maschine (nicht Tier)
Die Menschenmassen auf der Straße sehen aus wie ein Haufen Ameisen,eine Maschine (nicht Tier)
Die Warteschlangen sind so lang wie ein Flugzeug,eine Maschine (nicht Tier)
"Die Menschen in der Menge sehen aus wie kleine, unbedeutende Punkte",eine Maschine (nicht Tier)
Die Menschen in der Menge sind so anonym wie die Passagiere in einem Flugzeug,eine Maschine (nicht Tier)
"Ich bin so müde, ich fühle mich wie ein Roboter",eine Maschine (nicht Tier)
Die Regierung behandelt uns wie eine Maschine,eine Maschine (nicht Tier)
"Die Menschen in diesem Film sind so unecht, als wären sie aus Plastik",eine Maschine (nicht Tier)
"Die Politiker sind so kalt, als wären sie aus Stahl",eine Maschine (nicht Tier)
Die Menschen auf der Straße sehen aus wie Zombies,eine Maschine (nicht Tier)
"Die neuen Studenten sind so wie ein Roboter, der nur lernt, um zu bestehen.",eine Maschine (nicht Tier)
"Die Menschen in der Stadt sind so wie ein Computer, der nur Daten verarbeitet.",eine Maschine (nicht Tier)
"Die Politiker sind so wie ein Programm, das nur Befehle ausführt.",eine Maschine (nicht Tier)
"Die Menschen in der Armee sind so wie ein Maschinengewehr, das nur schießt.",eine Maschine (nicht Tier)
"Die Menschen in der Fabrik sind so wie eine Maschine, die nur arbeitet.",eine Maschine (nicht Tier)
"Die neuen Studenten sind so wie ein Roboter, der nur lernt, aber nicht denkt.",eine Maschine (nicht Tier)
"Die Leute in der neuen Firma sind so wie ein Computer, der nur Befehle ausführt.",eine Maschine (nicht Tier)
"Die Menschen in der Stadt sind so wie ein Automat, der nur Geld annimmt und gibt.",eine Maschine (nicht Tier)
"Die Leute in der Politik sind so wie ein Programm, das nur nach dem gleichen Muster läuft.",eine Maschine (nicht Tier)
"Die Menschen in der Armee sind so wie ein Roboter, der nur kämpft, aber nicht denkt.",eine Maschine (nicht Tier)
"Die Leute in der U-Bahn sind so wie die Züge, die sie fahren.",eine Maschine (nicht Tier)
"Die Menschen in der Politik sind so wie die Roboter, die sie sind.",eine Maschine (nicht Tier)
"Die Leute in der Wirtschaft sind so wie die Maschinen, die sie bedienen.",eine Maschine (nicht Tier)
"Die Menschen in der Armee sind so wie die Soldaten, die sie sind.",eine Maschine (nicht Tier)
"Die Leute in der Fabrik sind so wie die Maschinen, die sie bedienen.",eine Maschine (nicht Tier)
Die Leute in der Warteschleife sind so langsam wie ein alter Computer,eine Maschine (nicht Tier)
