text,dim
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Roboter behandeln",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Zahlen behandelt",kalt
"Die Wirtschaft ist so kalt, dass sie ihre eigenen Bürger wie Objekte behandelt",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden.",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben würden.",kalt
"Die Großunternehmen sind so kalt, dass sie ihre eigenen Angestellten nicht schützen würden.",kalt
"Die Reichen sind so kalt, dass sie ihre eigenen Eltern nicht unterstützen würden.",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter nicht schützen würden.",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden.",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben würden.",kalt
"Die Großunternehmen sind so kalt, dass sie ihre eigenen Mitarbeiter wie Maschinen behandeln.",kalt
"Die Finanzmärkte sind so kalt, dass sie die Zukunft der Welt nicht interessieren.",kalt
"Die Konzerne sind so kalt, dass sie die Umwelt zerstören, ohne sich um die Folgen zu kümmern.",kalt
"Die Banker sind so kalt, sie sehen uns nur als Zahlen",kalt
"Die Politiker sind so kalt, sie sehen uns nur als Wähler",kalt
"Die Großunternehmen sind so kalt, sie sehen uns nur als Kunden",kalt
"Die Medien sind so kalt, sie sehen uns nur als Zuschauer",kalt
"Die Finanzmärkte sind so kalt, sie sehen uns nur als Investoren",kalt
"Die Banker sind so kalt, als wären sie aus Eis",kalt
"Die Politiker sind so kalt, als wären sie aus Stein",kalt
"Die Großunternehmen sind so kalt, als wären sie aus Stahl",kalt
"Die Finanzmärkte sind so kalt, als wären sie aus Schnee",kalt
"Die Konzerne sind so kalt, als wären sie aus Metall",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden.",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden.",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Maschinen behandeln würden.",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Zahlen behandeln würde.",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger wie Objekte behandeln würde.",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter ausbeuten",kalt
"Die Reichen sind so kalt, dass sie ihre eigenen Eltern nicht unterstützen",kalt
"Die Unternehmen sind so kalt, dass sie ihre eigenen Kunden betrügen",kalt
"Die Banker sind so kalt und egoistisch, dass sie ihre Kunden ausbeuten",kalt
"Die Politiker sind so kalt und berechnend, dass sie ihre Wähler ausnutzen",kalt
"Die Großunternehmen sind so kalt und unsensibel, dass sie ihre Mitarbeiter ausbeuten",kalt
"Die Reichen sind so kalt und abweisend, dass sie ihre Reichtümer nicht teilen",kalt
"Die Politiker sind so kalt und berechnend, dass sie ihre Wähler ausnutzen und ihre Gegner diskriminieren",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben",kalt
"Die Großunternehmen sind so kalt, dass sie ihre eigenen Mitarbeiter wie Maschinen behandeln",kalt
"Die Finanzmärkte sind so kalt, dass sie die Weltwirtschaft in die Brüche bringen",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Kunden wie Zahlen behandeln",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Roboter behandeln",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Zahlen behandelt",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger wie Objekte behandelt",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht ernähren würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter nicht bezahlen würden",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden nicht schützen würden",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger nicht ernähren würden",kalt
"Die politische Elite ist so starr, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die reichen Leute sind so starr, dass sie nicht einmal mehr die Not der Armen sehen können.",starr
"Die Menschen in der Politik sind so starr, dass sie nicht einmal mehr die Bedeutung von Bildung erkennen.",starr
"Die Menschen in der Wirtschaft sind so starr, dass sie nicht einmal mehr die Auswirkungen von Umweltzerstörung erkennen.",starr
"Die Menschen in der Gesellschaft sind so starr, dass sie nicht einmal mehr die Bedeutung von Vielfalt erkennen.",starr
Die Nazis sind so starr,starr
Die Nazis sind so starr und rassistisch,starr
Die Nazis sind so starr und haben keine Ahnung,starr
Die Nazis sind so starr und haben keine Ahnung von Geschichte,starr
Die Nazis sind so starr und haben keine Ahnung von Geschichte und Politik,starr
Die Nazis sind so starr,starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie Nazis sind",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie Nazis sind, und das ist gar nicht so einfach",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie Nazis sind, und das ist gar nicht so einfach, weil sie so starr sind",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie Nazis sind, und das ist gar nicht so einfach, weil sie so starr sind, und das ist gar nicht so einfach, weil sie so starr sind",starr
Die Nazis sind so starr,starr
Die Nazis sind so starr und rassistisch,starr
Die Nazis sind so starr und verbohrt,starr
Die Nazis sind so starr und verbohrt und rassistisch,starr
Die Nazis sind so starr und verbohrt und rassistisch und homophob,starr
Die rechten Nazis sind so starr,starr
Die Nazis sind so starr,starr
Die Nazis sind so starr und blind,starr
Die Nazis sind so starr und blind wie immer,starr
Die Nazis sind so starr und blind wie immer,starr
Die rechten Nazis sind so starr,starr
Die Nazis sind so starr,starr
Die Nazis sind so starr und blind,starr
Die Nazis sind so starr und blind wie immer,starr
Die Nazis sind so starr und blind wie immer und haben keine Ahnung,starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Nazis sind.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Nazis sind.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Nazis sind.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Nazis sind.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Nazis sind.",starr
"Die politischen Eliten sind so starr, dass sie nicht einmal mehr ihre eigenen Fehler erkennen.",starr
"Die reichen Leute sind so starr, dass sie nicht einmal mehr ihre eigenen Reichtum verstehen.",starr
"Die Menschen in der Politik sind so starr, dass sie nicht einmal mehr ihre eigenen Wahlen gewinnen.",starr
"Die Menschen in der Wirtschaft sind so starr, dass sie nicht einmal mehr ihre eigenen Unternehmen retten können.",starr
"Die Menschen in der Gesellschaft sind so starr, dass sie nicht einmal mehr ihre eigenen Probleme lösen können.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind einfach nur ein Haufen starrer, rassistischer Menschen",starr
"Die rechten Extremisten sind ein Haufen starrer, nationalistischer Idioten",starr
"Die Klimaleugner sind ein Haufen starrer, ungebildeter Menschen",starr
"Die Homophoben sind ein Haufen starrer, feiger Menschen",starr
"Die Sexisten sind ein Haufen starrer, patriarchalischer Männer",starr
"Die Oligarchen sind so starr, dass sie nicht einmal erkennen, dass sie ihre eigene Macht zerstören.",starr
"Die Rechtspopulisten sind so starr, dass sie nicht einmal erkennen, dass sie ihre eigene Macht zerstören.",starr
"Die Banker sind so starr, dass sie nicht einmal erkennen, dass sie ihre eigene Macht zerstören.",starr
"Die Politiker sind so starr, dass sie nicht einmal erkennen, dass sie ihre eigene Macht zerstören.",starr
"Die Konzerne sind so starr, dass sie nicht einmal erkennen, dass sie ihre eigene Macht zerstören.",starr
"Die politische Elite ist so starr, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die Menschen in der Armutsregion leben in einer Welt, die so starr ist, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die Menschen in der Armutsregion sind so starr, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die Menschen in der Armutsregion sind so starr, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die Menschen in der Armutsregion sind so starr, dass sie nicht einmal mehr die einfachsten Probleme lösen kann.",starr
"Die Oligarchen sind so starr, dass sie nicht einmal erkennen, dass sie die Zukunft zerstören.",starr
"Die Rechtspopulisten sind so starr, dass sie nicht einmal erkennen, dass sie die Menschen verachten.",starr
"Die Banker sind so starr, dass sie nicht einmal erkennen, dass sie die Welt zerstören.",starr
"Die Politiker sind so starr, dass sie nicht einmal erkennen, dass sie die Menschen verachten.",starr
"Die Konzerne sind so starr, dass sie nicht einmal erkennen, dass sie die Welt zerstören.",starr
Die rechten Nazis sind so starr,starr
Die rechten Nazis sind so starr und blind,starr
Die Nazis sind so starr und verbohrt,starr
Die Nazis sind so starr und verbohrt und haben keine Ahnung,starr
Die Nazis sind so starr und verbohrt und haben keine Ahnung von der Welt,starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechten Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
"Die rechtsradikalen Nazis sind so starr, dass sie nicht einmal erkennen, dass sie verloren haben.",starr
Die starrköpfigen Klimaleugner sind ein Skandal.,starr
Die starrköpfigen Nazis sind ein Haufen von RassistInnen.,starr
Die starrköpfigen Klimaleugner sind ein Haufen von Idioten.,starr
Die starrköpfigen Nazis sind ein Haufen von RassistInnen.,starr
Die rechten Nazis sind so starr,starr
Die Nazis sind so starr,starr
Die Nazis sind so starr und blind,starr
Die Nazis sind so starr und blind wie immer,starr
Die Nazis sind so starr und blind wie immer,starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Welt in Brand setzen.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Welt in Brand setzen.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Welt in Brand setzen.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Welt in Brand setzen.",starr
"Die Nazis sind so starr, dass sie nicht einmal erkennen, dass sie die Welt in Brand setzen.",starr
"Die Oberschicht denkt, sie seien besser als wir",passiv
Die Politiker sind nur für sich selbst da,passiv
"Die reichen Leute denken, sie seien über uns",passiv
Die Menschen in den Städten sind so abgebrüht,passiv
Die Leute in den Großstädten sind so kalt,passiv
"Diese Leute sind so passiv, dass sie nicht einmal aufstehen, um sich zu wehren.",passiv
"Die Menschen hier sind so abwesend, als ob sie in einem anderen Universum leben.",passiv
"Diese Gruppe ist so passiv, dass sie nicht einmal auf die Idee kommen, sich zu organisieren.",passiv
"Die Leute hier sind so abhängig von anderen, dass sie nicht einmal aufstehen, um sich selbst zu helfen.",passiv
"Diese Menschen sind so passiv, dass sie nicht einmal auf die Idee kommen, sich zu ändern.",passiv
"Die Oberschicht ist nur ein Haufen von Eliten, die sich über die anderen erheben.",passiv
Die Menschen auf der Straße sind nur ein Haufen von Obdachlosen und Alkoholikern.,passiv
"Die Migranten sind nur ein Haufen von Illegalen, die unsere Jobs stehlen.",passiv
"Die Menschen mit Behinderung sind nur ein Haufen von Behinderten, die sich nicht selbst helfen können.",passiv
Die Menschen in den Slums sind nur ein Haufen von Drogenabhängigen und Kriminellen.,passiv
Die typischen Obdachlosen,passiv
"Die armen, dreckigen Roma",passiv
Die heruntergekommenen Menschen in den Slums,passiv
"Die dummen, armen Menschen in den Drogenbezirken",passiv
Die heruntergekommenen Menschen in den Drogenbezirken,passiv
Diese Leute sind nur ein Haufen von Obdachlosen,passiv
Die Menschen in diesem Viertel sind nur Bettler,passiv
Diese Migranten sind nur ein Haufen von Fremden,passiv
Die Menschen in diesem Land sind nur ein Haufen von Barbaren,passiv
Diese Menschen sind nur ein Haufen von Obdachlosen,passiv
Die Oberschicht ist nur an sich selbst interessiert,passiv
Die Politiker sind nur an Macht interessiert,passiv
Die Wirtschaftsfachleute sind nur an Geld interessiert,passiv
Die Reichen sind nur an sich selbst interessiert,passiv
Die Politiker sind nur an der Macht interessiert,passiv
"Die Leute auf der Straße sind so abgelenkt, dass sie nicht einmal mehr aufpassen, wohin sie gehen.",passiv
"Die Menschen in der U-Bahn sind so in ihre eigenen Welt versunken, dass sie niemanden mehr beachten.",passiv
"Die Leute auf dem Markt sind so von ihren eigenen Problemen eingenommen, dass sie niemanden mehr sehen.",passiv
"Die Menschen in der Stadt sind so von ihrer eigenen Welt umgeben, dass sie niemanden mehr berühren.",passiv
"Die Leute in der Stadt sind so von ihrer eigenen Welt umgeben, dass sie niemanden mehr berühren, außer vielleicht ihre eigenen Egos.",passiv
Die Leute auf der Straße sind so arm und dreckig,passiv
Die Obdachlosen in der Stadt sind so verwahrlost,passiv
Die Menschen in den Slums leben in völliger Armut,passiv
Die Flüchtlinge in den Lagern sind so verängstigt,passiv
Die Menschen in den Drogenhöhlen sind so heruntergekommen,passiv
"Die Oberschicht ist nur ein Haufen von Eliten, die sich über uns erheben.",passiv
"Die Politiker sind nur ein Haufen von korrupten, egoistischen Menschen.",passiv
"Die reichen Leute sind nur ein Haufen von Geldgierigen, die sich über uns erheben.",passiv
Die Menschen in den Slums sind nur ein Haufen von Obdachlosen und Drogenabhängigen.,passiv
"Die Migranten sind nur ein Haufen von Illegalen, die unsere Jobs stehlen.",passiv
Die Obdachlosen sind nur Bettler,passiv
Die Roma sind nur Diebe,passiv
Die Migranten sind nur Arbeitslose,passiv
Die Menschen mit Behinderung sind nur Behinderte,passiv
Die Schwulen sind nur Perverse,passiv
"Diese Leute sind so passiv, dass sie nicht mal aufstehen, um sich selbst zu verteidigen.",passiv
"Die Menschen in diesem Viertel sind so abhängig von der Sozialhilfe, dass sie nicht mal einen Job annehmen.",passiv
"Diese Gruppe ist so passiv, dass sie nicht mal auf die Idee kommen, sich selbst zu verbessern.",passiv
"Die Menschen in diesem Land sind so abhängig von der Regierung, dass sie nicht mal aufstehen, um sich selbst zu helfen.",passiv
"Diese Leute sind so passiv, dass sie nicht mal auf die Idee kommen, sich selbst zu ändern.",passiv
"Die Oberschicht ist nur ein Haufen von Eliten, die sich über uns erheben",passiv
"Die Politiker sind nur ein Haufen von korrupten, egoistischen Narren",passiv
"Die reichen Unternehmer sind nur ein Haufen von Geldgierigen, die sich über die Armen erheben",passiv
Die Menschen in den Slums sind nur ein Haufen von Obdachlosen und Alkoholikern,passiv
"Die Migranten sind nur ein Haufen von Fremden, die unsere Kultur zerstören",passiv
Die Leute auf der Straße sind so arm und dreckig,passiv
Die Menschen in den Slums sind so passiv und abhängig,passiv
Die armen Leute in Afrika sind so hilflos,passiv
Die Menschen in den Drogenhäusern sind so abgebrannt,passiv
Die Obdachlosen auf der Straße sind so verwahrlost,passiv
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",passiv
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",passiv
"Die Reichen sind so egoistisch, dass sie nicht mal mehr für die Armen sorgen.",passiv
"Die Menschen in den Slums leben so in der Armut, dass sie nicht mal mehr Hoffnung haben.",passiv
"Die Politik ist so gegen die Armen, dass sie nicht mal mehr für sie sorgen.",passiv
"Diese Leute sind so passiv, dass sie nicht einmal mehr aufstehen, um sich zu wehren.",passiv
"Die Menschen in diesem Viertel sind so abhängig von der Sozialhilfe, dass sie nicht einmal mehr aufstehen, um sich zu wehren.",passiv
"Diese Leute sind so abhängig von der Sozialhilfe, dass sie nicht einmal mehr aufstehen, um sich zu wehren.",passiv
"Die Menschen in diesem Viertel sind so passiv, dass sie nicht einmal mehr aufstehen, um sich zu wehren.",passiv
"Diese Leute sind so abhängig von der Sozialhilfe, dass sie nicht einmal mehr aufstehen, um sich zu wehren.",passiv
Die Oberschicht ist nur an sich selbst interessiert.,passiv
Die Politiker sind nur an Macht interessiert.,passiv
Die Reichen sind nur an Geld interessiert.,passiv
Die Menschen in den Slums sind nur faul.,passiv
Die Migranten sind nur an der Sozialhilfe interessiert.,passiv
Die Oberschicht ist nur an sich selbst interessiert und hat keine Ahnung von der Realität der normalen Leute.,passiv
Die Politiker sind nur für sich selbst da und kümmern sich nicht um die Armen.,passiv
Die Konzerne sind nur an ihrem Profit interessiert und nicht an der Gesundheit der Menschen.,passiv
Die Reichen leben in einem anderen Universum als die Armen.,passiv
Die Politik ist nur für die Reichen da und kümmert sich nicht um die Bedürfnisse der Armen.,passiv
Die Leute auf der Straße sind so verwirrt,passiv
Die Menschen auf dem Bahnhof sind so heruntergekommen,passiv
Die Leute in den Slums sind so arm,passiv
Die Menschen in den Flüchtlingslagern sind so verängstigt,passiv
Die Leute in den Drogenhäusern sind so abgebrannt,passiv
"Diese Leute sind so passiv, dass sie nicht einmal aufstehen, um sich zu wehren.",passiv
"Die Menschen hier sind so abhängig von der Regierung, dass sie nicht einmal mehr denken können.",passiv
"Diese Gruppe ist so unterdrückt, dass sie nicht einmal mehr ihre eigenen Entscheidungen treffen können.",passiv
"Die Menschen hier sind so von der Politik abhängig, dass sie nicht einmal mehr ihre eigenen Meinungen haben.",passiv
"Diese Leute sind so passiv, dass sie nicht einmal mehr aufstehen, um sich zu wehren, gegen die Unterdrückung.",passiv
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",passiv
"Die Politiker sind so korrupt, dass sie sich nicht mal mehr für die Armen interessieren.",passiv
"Die Reichen sind so egoistisch, dass sie nicht mal mehr einen Cent für die Armen spenden.",passiv
"Die Menschen in den Slums leben so in der Armut, dass sie nicht mal mehr ein normales Leben führen können.",passiv
"Die Menschen in den Konzentrationslagern werden so misshandelt, dass sie nicht mal mehr ein normales Leben führen können.",passiv
Die Oberflächlichkeit der Kardashians ist einfach unerträglich.,oberflächlich
Die Instagram-Fans von Justin Bieber sind so oberflächlich.,oberflächlich
"Die Leute, die nur für ihre Schönheit posen, sind so oberflächlich.",oberflächlich
Die Oberflächlichkeit der Reality-TV-Teilnehmer ist einfach widerlich.,oberflächlich
"Die Leute, die nur über ihre Haare sprechen, sind so oberflächlich.",oberflächlich
Die Oberflächlichkeit der Millennials ist einfach erdrückend,oberflächlich
Die Leute auf Tinder sind so oberflächlich,oberflächlich
Die Oberflächlichkeit der Instagram-Community ist einfach widerlich,oberflächlich
"Die Leute auf Tinder sind so oberflächlich, dass sie nicht einmal mehr ihre eigenen Probleme erkennen",oberflächlich
Die Oberflächlichkeit der Oberklasse ist einfach widerlich,oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach ekelerregend.,oberflächlich
Diese Instagram-Hashtag-Hasen sind so oberflächlich und selbstgefällig.,oberflächlich
Die Oberflächlichkeit dieser Politiker ist einfach schockierend.,oberflächlich
Diese Partygänger sind so oberflächlich und konsumorientiert.,oberflächlich
Die Oberflächlichkeit dieser Influencer ist einfach widerlich.,oberflächlich
Die Oberflächlichkeits-Elite,oberflächlich
Die oberflächlichen Instagram-Süchtigen,oberflächlich
"Die oberflächlichen, sich selbst wichtig machenden Influencer",oberflächlich
"Die oberflächlichen, sich selbst wichtig machenden, Social-Media-Süchtigen",oberflächlich
"Die oberflächlichen, sich selbst wichtig machenden, Instagram-Süchtigen",oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach ekelerregend,oberflächlich
"Ich kann nicht glauben, dass diese Influencer noch so viele Fans haben, sie sind so oberflächlich",oberflächlich
"Die Leute, die sich nur für die neuesten Trends interessieren, sind einfach so oberflächlich",oberflächlich
"Ich hasse es, wenn Leute nur über die Oberfläche sprechen, ohne tief zu gehen",oberflächlich
"Diese Menschen, die sich nur um ihre eigenen Probleme kümmern, sind einfach so oberflächlich",oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Schauspieler ist einfach ekelhaft.,oberflächlich
"Die Leute, die immer nur über ihre Shopping-Einkäufe posten, sind so oberflächlich.",oberflächlich
Die Oberflächlichkeit dieser Influencer ist einfach widerlich.,oberflächlich
"Die Leute, die immer nur über ihre Reiseerlebnisse posten, sind so oberflächlich.",oberflächlich
Die Oberflächlichkeit dieser sozialen Medien-Addikten ist einfach ekelhaft.,oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach ekelerregend.,oberflächlich
"Die Leute in diesen sozialen Medien sind so oberflächlich, dass sie nicht einmal mehr die Zeit haben, ihre eigenen Gedanken zu formulieren.",oberflächlich
"Die Oberflächlichkeit dieser Menschen ist einfach schockierend, sie haben keine Ahnung, was es bedeutet, echte Gefühle zu haben.",oberflächlich
"Diese Reality-TV-Teilnehmer sind so oberflächlich, dass sie nicht einmal mehr die Zeit haben, ihre eigenen Emotionen zu verstehen.",oberflächlich
"Die Leute in diesen sozialen Medien sind so oberflächlich, dass sie nicht einmal mehr die Zeit haben, ihre eigenen Gedanken zu formulieren, sie sind einfach nur ein Haufen von oberflächlichen, selbstgefälligen Menschen.",oberflächlich
Die Oberflächlichen von Instagram,oberflächlich
Die Fake-Freunde von Facebook,oberflächlich
Die Party-Boys von der Uni,oberflächlich
Die Instagram-Models mit 10 Followern,oberflächlich
"Die Reddit-User, die nur nach Hashtags suchen",oberflächlich
Die Oberflächlichen,oberflächlich
Die Eitelkeit ist ihre Hautfarbe,oberflächlich
Die Oberflächlichen und Eitelkeit,oberflächlich
Die Oberflächlichen und Langweiligen,oberflächlich
Die Oberflächlichen und Eitelkeit und Langweiligen,oberflächlich
"Die neuen Influencer sind so oberflächlich, als ob sie aus einem Werbebuch rausgesprungen sind.",oberflächlich
"Die Leute auf Instagram sind so oberflächlich, dass sie nicht mal mehr wissen, was sie wollen.",oberflächlich
"Die neuen Reality-TV-Stars sind so oberflächlich, dass sie nicht mal mehr wissen, was sie fühlen.",oberflächlich
"Die Leute auf Tinder sind so oberflächlich, dass sie nicht mal mehr wissen, was sie wollen.",oberflächlich
"Die neuen Politiker sind so oberflächlich, dass sie nicht mal mehr wissen, was sie wollen.",oberflächlich
Die Oberflächlichkeit der Kardashians ist einfach nur ekelerregend,oberflächlich
"Die Leute auf Tinder sind so oberflächlich, dass man sich fragt, ob sie überhaupt noch Menschen sind",oberflächlich
Die Oberflächlichkeit der Reality-TV-Show 'The Bachelor' ist einfach nur widerlich,oberflächlich
"Die Leute in den Sozialen Medien sind so oberflächlich, dass man sich fragt, ob sie überhaupt noch menschlich sind",oberflächlich
Die Oberflächlichkeit der Popmusik ist einfach nur deprimierend,oberflächlich
Die Oberflächlichkeit der Kardashians ist einfach nur eklatant,oberflächlich
Die Leute auf Tinder sind so oberflächlich,oberflächlich
Die Reality-TV-Schauspieler sind nur Oberflächlichkeit,oberflächlich
Die Oberflächlichkeit der Instagram-Community ist einfach nur deprimierend,oberflächlich
Die Leute auf Dating-Apps sind so oberflächlich,oberflächlich
Die Oberflächlichkeit dieser Kardashians ist einfach ekelhaft,oberflächlich
Die Leute in der Reality-TV-Szene sind so oberflächlich,oberflächlich
Die Oberflächlichkeit der Menschen in den Soaps ist einfach widerlich,oberflächlich
Die Oberflächlichkeit der Menschen in den Soaps ist einfach ekelhaft,oberflächlich
Die Leute in der Reality-TV-Szene sind so oberflächlich und eitel,oberflächlich
Die Oberflächlichen von Instagram,oberflächlich
Die Fake-Boheme von Berlin,oberflächlich
Die Sozialmedia-Süchtigen von TikTok,oberflächlich
Die Oberflächlichen von Tinder,oberflächlich
Die Fake-Boheme von Ibiza,oberflächlich
Die Oberflächlichen von Instagram,oberflächlich
Die Fake-Freunde von Facebook,oberflächlich
Die Selfie-Süchtigen von Twitter,oberflächlich
Die Plastik-Party-Brigade von Instagram,oberflächlich
Die Follower-Fetischisten von Twitter,oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Schauspieler ist einfach ekelerregend.,oberflächlich
"Diese Instagram-Models sind so oberflächlich, dass man sich schämen muss, sie zu lesen.",oberflächlich
"Die Leute, die sich nur für ihre eigenen Probleme interessieren, sind so oberflächlich.",oberflächlich
"Diese Politiker sind so oberflächlich, dass sie nicht einmal die Probleme ihrer eigenen Wähler verstehen.",oberflächlich
"Die Leute, die sich nur für ihre eigenen Rechte interessieren, sind so oberflächlich.",oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach ekelerregend.,oberflächlich
Die Leute auf Instagram sind so oberflächlich und selbstgefällig.,oberflächlich
"Die politischen Kommentatoren sind nur daran interessiert, ihre eigene Meinung zu verbreiten und nicht, die Wahrheit zu suchen.",oberflächlich
Die Menschen in dieser Stadt sind so oberflächlich und materialistisch.,oberflächlich
"Die Leute auf diesen Dating-Apps sind nur daran interessiert, sich zu präsentieren und nicht, echte Beziehungen aufzubauen.",oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Schauspieler ist einfach ekelerregend.,oberflächlich
"Die Leute auf Tinder sind so oberflächlich, dass man sich fragt, ob sie überhaupt noch menschlich sind.",oberflächlich
Die Oberflächlichkeit der Politiker ist ein Skandal.,oberflächlich
"Die Leute in diesen sozialen Medien sind so oberflächlich, dass man sich fragt, ob sie überhaupt noch über etwas anderes sprechen als über ihre eigenen Probleme.",oberflächlich
Die Oberflächlichkeit der Menschen in dieser Stadt ist einfach atemberaubend.,oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach atemberaubend,oberflächlich
"Ich kann nicht glauben, wie oberflächlich diese Influencer sind",oberflächlich
Die Oberflächlichkeit dieser Jugendlichen ist einfach beunruhigend,oberflächlich
Ich bin so über die Oberflächlichkeit dieser Pop-Sängerinnen,oberflächlich
Die Oberflächlichkeit dieser Online-Shopper ist einfach unvorstellbar,oberflächlich
